ID	locality	country	decimalLongitude	decimalLatitude	geodeticDatum	elevation	aspect	entranceNumber	entranceType	entranceSize	entranceHabitat	entranceHabitatVerbatim	development	positiveDrop	negativeDrop	caveType	caveMorphology	caveActive	caveTouristic	notes	referencesLocality	referencesSpecies	contributorName	contributorEmail
CAVE_531	Vierkammerloch bei Oberau	Germany	11,82291	48,9277	WGS84 	380	NA	NA	NA	NA	NA	NA	30	NA	NA	karst	horizontal	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_532	Moorloch bei Oberau	Germany	11,82089	48,92796	WGS84 	400	NA	NA	NA	NA	NA	NA	61	NA	NA	karst	horizontal	0	0	NA	NA	Dobat 1978 Ber Naturwiss Ges Bayreuth 16(1976/78):11-240; Thaler & Plachter 1983 Senckenbergiana Biologica 63:249-263	Theo Blick & Stefan Zaenker	info@theoblick.de & info@hoehlentier.de
CAVE_330	Keratea cave	Greece	23,97093	37,85099	WGS84 	550	N	1	descendent	2	rocky	NA	150	0	0	karst	descendent	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_331	Koutouki cave	Greece	23,82872	37,94616	WGS84 	515	S	1	horizontal	3	rocky	NA	800	0	0	karst	horizontal	NA	1	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_332	Glyphada Dirou cave	Greece	22,38074	36,63812	WGS84 	19	N	1	horizontal	4	rocky	NA	5000	0	0	karst	horizontal	NA	1	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_333	Perama cave	Greece	20,8463	39,69492	WGS84 	490	SE	1	horizontal	4	shrubs	NA	1500	0	0	karst	horizontal	NA	1	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_334	Maronia cave	Greece	25,50376	40,93163	WGS84 	100	E	1	horizontal	10	shrubs	NA	2000	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_335	Maara cave	Greece	23,89152	41,22121	WGS84 	210	S	1	horizontal	10	shrubs	NA	10200	0	0	karst	ascendent	NA	1	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_336	Dupkata cave (Raevitsa 1 cave)	Greece	24,89218	41,30798	WGS84 	760	SE	1	descendent	1,5	shrubs	NA	190	0	63	karst	descendent	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_337	Abri cave	Greece	23,4141	41,26584	WGS84 	190	NE	1	horizontal	3	shrubs	NA	50	4	1	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_338	Kokalya Spilia cave	Greece	22,97672	39,09352	WGS84 	42	E	1	horizontal	4	rocky	NA	150	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_339	Koufovouno cave	Greece	26,45348	41,3528	WGS84 	60	N	1	horizontal	4,5	shrubs	NA	150	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_340	Trapezas cave	Greece	25,48369	35,20103	WGS84 	890	N	1	horizontal	2	shrubs	NA	200	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_341	Melidoni cave	Greece	24,72994	35,3844	WGS84 	219	W	1	horizontal	48	shrubs	NA	220	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_342	Kournas cave	Greece	24,29605	35,31365	WGS84 	217	flat	1	horizontal	4	shrubs	NA	140	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_343	Aghios Ioannis cave (cave of Gouverneto)	Greece	24,1452	35,59083	WGS84 	130	N	1	horizontal	4	shrubs	NA	180	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_344	Arkoudas cave	Greece	24,14547	35,58468	WGS84 	322	N	1	horizontal	8	shrubs	NA	100	0	0	karst	horizontal	NA	0	NA	Beron 2016	Deltshev 2011 Arachnologische Mitteilungen; Bosmans et al 2013 Newsletter Belg arachn Soc 28( 1); Naumova et al 2016 Ecologica Montenegrina	Christo Deltshev & Maria Naumova 	deltshev@gmail.com & munny@abv.bg
CAVE_371	Baradla-Domica Cave System	Hungary	20,4952	48,4716	WGS84 	354	SW	7	descendent	1,8	rocky	NA	25000	26	86	karst	horizontal	1	1	This is the Hungarian part of a system the Slovakian part of which is referred in Andrej Mocks files as Domica Cave System. All the entrances are closed with compact doors (~0.8x2m) leaving only small holes for bats. Two sinkholes are communicating with the system and there is an inflow of water also from the Domica part of the system.	http://www.termeszetvedelem.hu/indexphp?pg=cave_5430-1	Salamon et al 2014	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_372	Szent István Cave	Hungary	20,6214	48,0997	WGS84 	327	E	2	horizontal	2	urbanized	NA	1470	77	24	karst	horizontal	1	1	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_5372-1	Kolosváry 1939; Loksa 1962	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_373	Anna Cave	Hungary	20,6249	48,1052	WGS84 	277	SE	2	horizontal	16	urbanized	NA	568	9	4	karst	horizontal	0	1	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_5391-1	Kolosváry 1934; Loksa 1962	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_374	Kecske-lyuk Cave	Hungary	20,6366	48,1177	WGS84 	256	S	1	horizontal	36	urbanized	NA	480	23	0	karst	horizontal	1	0	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_5363-2	Kolosváry 1928; 1934; 1939	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_375	Szeleta Cave	Hungary	20,6316	48,108	WGS84 	347	S	1	horizontal	70	forest	NA	115	13	3	karst	horizontal	0	0	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_5363-1	Kolosváry 1928; 1934; Loksa 1962	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_376	Mexikó-völgyi Sinkhole	Hungary	20,6857	48,0705	WGS84 	303	W	1	pit	0,25	forest	NA	414	0	79	karst	descendent	1	0	Descendent parts are combined with vertical pits	http://www.termeszetvedelem.hu/indexphp?pg=cave_5392-37	Seres 2000	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_377	Násznép Cave	Hungary	19,1631	47,8336	WGS84 	496	E	1	descendent	21	forest	NA	223	12	7	karst	horizontal	0	0	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_5221-3	Loksa 1959	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_378	Bátori Cave	Hungary	18,9564	47,3202	WGS84 	440	E	2	horizontal	1,6	forest	NA	360	6	50	karst	pit	0	0	Horizontal parts are combined with vertical pits	http://www.;termeszetvedelem.hu/indexphp?pg=cave_4732-2	Kolosváry 1928; Material housed in the Hung Nat Hist Mus	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_379	Lóczy Cave	Hungary	17,8733	46,9691	WGS84 	189	N	1	horizontal	1,4	forest	NA	154	6	15	karst	horizontal	0	1	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_4462-1	Loksa 1960 Acta zoologica Academiae scientiarum hungaricae 6(3-4):413-418	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_380	Abaligeti Cave	Hungary	18,1162	46,1367	WGS84 	219	N	2	horizontal	2,8	forest	NA	2000	38	10	karst	horizontal	1	1	The main entrance is closed while the other entrance works as a temporary sinkhole	http://www.termeszetvedelem.hu/indexphp?pg=cave_4120-1	Gebhardt 1934; 1963	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_381	Mánfai-kőlyuk Cave	Hungary	18,2104	46,8561	WGS84 	240	N	2	horizontal	37	forest	NA	360	7	4	karst	horizontal	1	0	NA	http://www.termeszetvedelem.hu/indexphp?pg=cave_4120-2	Kolosváry 1928; 1937; Gebhardt 1963; Angyal 2012	Laslo Danyi & Dorottya Angyal & Gergely Balazs	laszlodanyi@gmail.com & angyaldorottya@gmail.com &balazsgrg@gmail.com
CAVE_001	Grotta di Bossea	Italy	7,84007	44,2416	WGS84 	836	SE	1	horizontal	3,45	shrubs	Shrubs (Vaccinium, Rododendron) and larch (Larix decidua)	2638	184	15	karst	ascendent	1	1	NA	Speleological Cadaster of Region Piemonte	Isaia et al. 2011 Monografie del Museo Regionale di Scienze Naturali 47:1-325	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_002	Borna Minore di Pugnetto	Italy	7,41033	45,27076	WGS84 	871	N	1	descendent	20	forest	Beech forest (Fagus sylvatica)	48	0	29	tectonic	descendent	0	0	Natura 2000 SCI	Speleological Cadaster of Region Piemonte	Isaia et al. 2011 Monografie del Museo Regionale di Scienze Naturali 47:1-325; Isaia et al 2017 Systematics and Biodiversity 15:307-326; Mammola et al 2018 Invertebrate Systematics 32:1069-1082	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_003	Tana di Bertrand	Italy	7,86699	43,91566	WGS84 	1050	SE	1	horizontal	9	forest	Quercus ilex wood	22	0	0	karst	horizontal	0	0	NA	Speleological Cadaster of Region Liguria	Brignoli 1971 Fragmenta Entomologica 7:129-229; Brignoli 1972 Quaderni del Circolo Speleologico Romano 1:1��212; Brignoli 1985 Memorie del Museo civico di Storia naturale di Verona 2(4):51��64; Isaia et al 2017 Systematics and Biodiversity 15:307-326; Mammola & Isaia Unpublished data	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_004	Grotta Tacchi	Italy	9,21078	45,89043	WGS84 	1000	N	1	descendent	3	forest	NA	9342	142,6	112	karst	horizontal	1	0	NA	Speleological Cadaster of Region Lombardia	Brignoli 1971 Fragmenta Entomologica 7:129-229; Brignoli 1972 Quaderni del Circolo Speleologico Romano 1:1��212; Brignoli 1985 Memorie del Museo civico di Storia naturale di Verona 2(4):51��64; Pesarini 2001 Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano 142:109-133; Isaia et al 2017 Systematics and Biodiversity 15:307-326	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_005	Borna d la Glace (Grotta Ghiacciata di Chabaudey)	Italy	7,05472	45,72794	WGS84 	1536	N	1	descendent	30	forest	Shrubs (Vaccinium, Rododendron) and larch (Larix decidua)	15	0	10	tectonic	descendent	0	0	NA	Isaia et al. 2011 Monografie del Museo Regionale di Scienze Naturali 47:1-325	Mammola & Isaia Unpublished data	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_006	Arma Pollera	Italy	8,3157	44,20159	WGS84 	246	E	1	pit	400	forest	Quercus ilex wood	1135	0	64	karst	descendent	1	0	NA	Speleological Cadaster of Region Liguria	Balletto 1970; Bologna & Vigna Taglianti 1985; Mammola & Isaia Unpublished data	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_007	Tann-a da Vulpe	Italy	9,05746	44,43762	WGS84 	425	N	1	horizontal	7	forest	Quercus ilex wood	62	2	2	karst	horizontal	0	0	NA	Speleological Cadaster of Region Liguria	Pantini personal communication (based on specimens in Bergamo Natural History Museum collection)	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_008	Tomba del Polacco	Italy	9,51879	45,83589	WGS84 	690	S	1	descendent	8	grass	NA	1966	77	0	karst	ascendent	1	0	NA	Speleological Cadaster of Region Lombardia	Pesarini 2001 Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano 142:109-133; Isaia et al 2017 Systematics and Biodiversity 15:307-326; Mammola & Isaia Unpublished data	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_009	Büs del Frâ (Buco del Frate)	Italy	10,41309	45,56117	WGS84 	320	SE	2	descendent	150	forest	Broadleave forest	230	0	53	karst	descendent	0	0	Natura 2000 SCI	Speleological Cadaster of Region Lombardia	Brignoli 1971 Fragmenta Entomologica 7:129-229; Pesarini 2001 Atti della Società Italiana di Scienze Naturali e del Museo Civico di Storia Naturale di Milano 142:109-133; Mammola & Isaia Unpublished data	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_010	Grotta Gigante	Italy	13,76457	45,70988	WGS84 	275	flat	1	pit	4	shrubs	Semi urbanized entrance	719	0	252	karst	pit	0	1	Semi urbanized entrance	Speleological Cadaster of Region Friuli Venezia Giulia	Gasparo 1998	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_011	Grotta Regina del Carso	Italy	13,56745	45,88171	WGS84 	194	S	1	horizontal	0,5	forest	NA	320	0	57,4	karst	horizontal	1	0	NA	Speleological Cadaster of Region Friuli Venezia Giulia	Stoch 2006	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_012	Bò de Pavei	Italy	12,17058	45,82336	WGS84 	150	NA	1	pit	1,5	forest	NA	1000	0	45	tectonic	horizontal	1	0	NA	http://www.caidoloit/wordpress/wp-content/uploads/Gita-Bo-Paveipdf	Pesarini 1988; Zanon 1998	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_013	Grotta delle Arenarie	Italy	8,31447	45,71196	WGS84 	780	N	1	descendent	2	forest	Broadleave forest	3000	0	143	karst	descendent	1	0	NA	Speleological Cadaster of Region Piemonte	Isaia et al. 2011 Monografie del Museo Regionale di Scienze Naturali 47:1-325; Isaia & Pantini 2010 Zootaxa	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_014	Grotta di Frasassi (Grotta Grande del Vento)	Italy	12,96168	43,40046	WGS84 	300	flat	2	horizontal	50	urbanized	Entrance in touristic center	20000	0	200	karst	descendent	1	1	Drop estimated	Bertolani et al. 1994	Bertolani et al 1994	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_015	Coal Di Campore	Italy	10,91708	45,59067	WGS84 	593	S	1	horizontal	5	forest	NA	157	6	6	karst	horizontal	0	0	NA	Speleological Cadaster of Region Veneto	Caoduro et al 1994; Boldori 1978 Natura Bresciana; Ballarin et al 2008	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_016	Spelunga della Preta	Italy	10,95286	45,67906	WGS84 	1487	flat	1	pit	45	grass	Alpine meadow	4518	0	877	karst	pit	1	0	NA	Speleological Cadaster of Region Veneto	Zanon 199; Gasparo 2000 Atti del Museo Friulano di Storia Naturale 22:201-209	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_017	Grotta dell Orso di Fosso Reale	Italy	10,38948	42,76618	WGS84 	40	N	1	horizontal	2,5	shrubs	Macchia Mediterranea	32	6	0	tectonic	ascendent	0	0	Cave entrance dimension estimated from photo Other cave features estimated online	See notes	NA	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_018	Grotta di Valmarino (Grotta Insabbiata)	Italy	13,26831	41,30777	WGS84 	15	E	1	horizontal	42,5	rocky	Shrubs and rocks	60	0	0	karst	horizontal	0	0	Development estimated from map	Carchini et al 1983	Sbordoni 1978; Carchini et al 1983; Thaler 1994; Latella 1995; Di Russo et al 1999	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_019	Grotta di Villa Ada (I cavità artificiale di Villa Ada)	Italy	12,49741	41,93251	WGS84 	51	SW	1	descendent	4	grass	Entrance in a dolina within the garden of Villa area	800	0	10	artificial	horizontal	0	1	NA	Speleological Cadaster of Region Lazio; http://www.romasotterranea.it	Sbordoni et al 1978; Zapparoli 1983	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_020	Grotta Patrizi	Italy	12,0555	42,05455	WGS84 	396	W	2	pit	3	forest	NA	260	0	47	karst	descendent	1	0	Entrance dimension/esposition estimated	Speleological Cadaster of Region Lazio	Agostini et al 1981; Berdondini & Whitman 2003	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_021	Grotta del re Tiberio	Italy	11,66463	44,25685	WGS84 	212	NW	1	horizontal	14	shrubs	Touristic entrance in natural habitat	2561	45	62	karst	horizontal	1	1	Entrance dimension estimated from photo	Speleological Cadaster of Region Emilia Romagna	Fabbri 2013	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_022	Grotta del Bue Marino	Italy	9,6228	40,24676	WGS84 	0	W	3	horizontal	200	rocky	Entrance in the coast	17400	64	40	karst	horizontal	1	1	NA	Speleological Cadaster of Region Sardegna	Casale et al 2008	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_023	Grotta su Coloru	Italy	8,81222	40,81583	WGS84 	352	E	2	descendent	8	shrubs	NA	600	9	9	karst	horizontal	1	0	NA	Speleological Cadaster of Region Sardegna	Mucedda et al 2013	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_024	Grotta di San Giovanni	Italy	8,64019	39,32404	WGS84 	206	flat	2	horizontal	75	shrubs	NA	4350	94	115	karst	horizontal	1	1	Semi touristic cave	Speleological Cadaster of Region Sardegna	Grafitti & Merella 2008	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_025	Sistema Carsico Della Codula Ilune	Italy	9,56403	40,17726	WGS84 	185	W	1	descendent	15	rocky	Entrance in scree	42000	136	196	karst	descendent	1	0	Hypogean complex	Speleological Cadaster of Region Sardegna	Grafitti 1990; 1995; De Waele & Pappacoda 1996; Trezzi 1992	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_026	Grotta Zinzulusa	Italy	18,43157	40,01168	WGS84 	4	S	1	horizontal	12	rocky	Entrance at the sea level	250	0	8	karst	horizontal	0	1	NA	Speleological Cadaster of Region Puglia	Pepe et al 2005; Gasparo 2001; Ciccarese et al 2002; Parezan 1965; 1968; 1979	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_027	Grotta di Montenero	Italy	15,40476	41,43394	WGS84 	965	S	1	horizontal	8	forest	NA	150	0	20	karst	horizontal	0	0	Hosting a scientific laboratory. Entrance closed by a gate.	Speleological Cadaster of Region Puglia	Parenzan 1979	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_028	Grotta di Sant Angelo di Statte	Italy	17,12377	40,34533	WGS84 	212	S	2	horizontal	5	shrubs	NA	167	12	0	karst	ascendent	0	0	Entrance closed witha gate	Speleological Cadaster of Region Puglia	Parenzan 1979	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_029	Inghiottitoio di Pietrasecca (Grotta dell Ovite)	Italy	13,12862	42,13739	WGS84 	806	N	1	horizontal	250	rocky	NA	1370	0	41	karst	horizontal	1	1	Cave entrance dimension estimated from photo Other cave features estimated online (wikipedia)	Wikipedia; Others (see notes)	Bologna & Zoia 1994	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_030	Grotta di San Michele Arcangelo	Italy	15,0467	40,6675	WGS84 	105	NW	1	horizontal	8	urbanized	entrance in building	21	0	0	karst	horizontal	0	0	Holy place	Wikipedia	Capolongo 1989	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_031	Grotta Lavica sul Sentiero Matrone	Italy	14,38086	40,83841	WGS84 	477	flat	1	pit	3	rocky	NA	8	0	3	volcanic	pit	0	0	NA	Speleological Cadaster of Region Campania	Capolongo 1989	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_032	Grotta Sant Angelo	Italy	15,77181	40,02309	WGS84 	492	NA	1	horizontal	2,5	forest	NA	580	0	12	karst	horizontal	0	0	parameters estimated	http://www.trecchina.info/	Caoduro 1989	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_033	Grotta della Spipola	Italy	11,37964	44,44551	WGS84 	138	flat	1	horizontal	3	forest	NA	2685	92	0	karst	ascendent	1	0	Entrance closed with a door	Speleological Cadaster of Region Emilia Romagna	Rivalta 1982; van Helsdingen 1986; Grimandi 1987; Gasparo 2001; Berdondini & Whitman 2003; Latella et al 2003	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_034	Grotta di Santa Ninfa	Italy	12,91372	37,78066	WGS84 	390	SE	1	horizontal	NA	rocky	NA	1400	0	20	karst	horizontal	1	0	some parameters estimated	NA	Caruso & Costa 1979; Caruso 1982; Casamento 2001	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_035	Grotta Palombara	Italy	15,19134	37,10672	WGS84 	100	flat	1	descendent	144	rocky	Dolina	800	0	90	karst	descendent	0	0	http://www.cutgana.unict.it/	NA	Caruso & Costa 1979; Caruso 1982	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_036	Inghiottitoio di Monte Conca	Italy	13,71267	37,48877	WGS84 	275	NA	1	descendent	5	agricultural	Dolina	2062	0	132	karst	pit	1	0	NA	Personal Observation	NA	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_037	Grotta di Monpeloso	Italy	15,03565	37,62982	WGS84 	817	SE	1	descendent	4	agricultural	Lava tube	60	10	4	volcanic	ascendent	0	0	NA	Personal Observation	NA	Marco Isaia & Stefano Mammola	marcoisaia@unito.it & stefanomammola@gmail.com
CAVE_064	Gjonovica Cave	Macedonia	20,91831	41,7034	WGS84 	760	N	1	horizontal	4	forest	NA	1100	6	0	karst	horizontal	1	0	NA	NA	Deltshev et al 2007	Marjan Komnenov	mkomnenov@gmail.com
CAVE_065	Dona Duka Cave	Macedonia	21,239	42,02615	WGS84 	445	W	1	horizontal	24	shrubs	NA	650	0	0	karst	horizontal	0	0	NA	NA	Drensky 1935	Marjan Komnenov	mkomnenov@gmail.com
CAVE_066	Bela Voda Cave	Macedonia	22,26314	41,40462	WGS84 	150	N	1	descendent	2	shrubs	NA	879	0	6	karst	horizontal	0	0	NA	http://www.speleomk/?p=569/	Komnenov Unpublished data	Marjan Komnenov	mkomnenov@gmail.com
CAVE_067	Kalina Dupka Cave	Macedonia	20,68926	41,54665	WGS84 	1100	W	1	horizontal	3	forest	Beech forest (Fagus sylvatica)	300	0	0	karst	horizontal	0	0	NA	Kolčakovski 1993	Deeleman-Reinhold 1978 Razred za prirodoslovne vede Classis IV Historia naturalis 23:1-222	Marjan Komnenov	mkomnenov@gmail.com
CAVE_068	Zmejovica Cave	Macedonia	21,32594	41,54675	WGS84 	1350	E	1	descendent	5	grass	NA	200	0	0	karst	horizontal	0	0	NA	Deeleman-Reinhold 1978	Deeleman-Reinhold 1978 Razred za prirodoslovne vede Classis IV Historia naturalis 23:1-222	Marjan Komnenov	mkomnenov@gmail.com
CAVE_201	Boljanovica	Montenegro	18,83369	42,42956	WGS84 	878	flat	1	pit	900	shrubs	NA	308	23	52	karst	descendent	0	0	in the past (middle of 20th century) the cave was adjusted for touristic visits but not in at least last 20 years	Lješević 1986	Stalitella noseki: CBSS AR3661; 1juv; 29102015; leg Tin Rozman; det Martina Pavlek; Tegenaria animata: CBSS AR3660; 1f; 29102015; leg Martina Pavlek; det Martina Pavlek; Troglohyphantes lesserti: CBSS AR3665; 3f; 1juv; 29102015; leg Tin Rozman; det Martina Pavlek; Troglohyphantes troglodytes: CBSS AR3650; 1f; 1m; 1juv; 29102015; leg Vedran Sudar; det Martina Pavlek; Typhlonesticus absoloni: CBSS AR3736; 1f; 8112015; leg Marko Lukić; det Martina Pavlek	Martina Pavlek	martinapavlek@gmail.com
